,Site Name,Site Address,Site City,Site State Abbreviation,Site Postal Code,Site Telephone Number,Site Web Address,Health Center Service Delivery Site Location Setting Description,Health Center Location Type Description,Health Center Type Description,Geocoding Artifact Address Primary X Coordinate,Geocoding Artifact Address Primary Y Coordinate
10310,Jordan Health Dental at VOA Center,214 Lake Ave,Rochester,NY,14608-1208,585-423-5800,,All Other Clinic Types,Permanent,Service Delivery Site,-77.62579688,43.16818549
10312,Sea Mar CHC - Oak Harbor E. Whidbey Ave.,926 E Whidbey Ave,Oak Harbor,WA,98277-2674,360-679-9216,,All Other Clinic Types,Permanent,Service Delivery Site,-122.64666935,48.29850133
10313,Georgetown Clinic,#1 Clinic Road,Georgetown,AK,99501,907-675-4556,www.ykhc.org,All Other Clinic Types,Permanent,Service Delivery Site,-157.71778,61.89388999
10314,Clay Quality Health Care,40745 Highway 77,Ashland,AL,36251-4807,256-354-2829,www.qolhs.org,All Other Clinic Types,Permanent,Service Delivery Site,-85.83882786,33.27391268
10315,Myers Clinic,116 McClellan Rd,Philippi,WV,26416-8076,304-457-2800,,All Other Clinic Types,Permanent,Service Delivery Site,-79.99950333,39.13080911
10317,Franklin Community Health Center,1357 Armory Dr,Franklin,VA,23851-2419,999-999-9999,,All Other Clinic Types,Permanent,Service Delivery Site,-76.94859811,36.66931593
10320,MCHS Pediatric Clinic,4214 Andrews Hwy STE 310,Midland,TX,79703-4822,432-697-4747,,All Other Clinic Types,Permanent,Service Delivery Site,-102.13487303,32.00445401
10321,SIHF Healthcare – West Belleville,7210 W Main St,Belleville,IL,62223-3038,618-398-8840,www.sihf.org,All Other Clinic Types,Permanent,Service Delivery Site,-90.04530137,38.55880679
10322,Trinity Family Health Behavioral - Corbin,14949 N Us Highway 25 E STE 6,Corbin,KY,40701-6285,606-215-3011,trinityfamilyhealth.net,All Other Clinic Types,Permanent,Service Delivery Site,-84.0744108,36.96028445
10323,RECOVERY POINT,401 W Morrison Ave STE C,Santa Maria,CA,93458-6124,805-346-8185,,All Other Clinic Types,Permanent,Service Delivery Site,-120.44102283,34.94319125
10324,North Fork Primary Care,16921 Mountaineer Dr,Riverton,WV,26814-7521,304-567-2101,www.pcc-nfc.org,All Other Clinic Types,Permanent,Service Delivery Site,-79.43352051,38.75307323
10325,Centro de Salud Integral en Comerio,167 Calle Georgetti,Comerio,PR,00782-2543,787-875-3375,www.simpr.com,All Other Clinic Types,Permanent,Service Delivery Site,-66.22871489,18.21704695
10326,LEE STREET MENTAL HEALTH CLINIC,51 SW Lee St,Newport,OR,97365-3823,541-574-5960,http://www.co.lincoln.or.us,All Other Clinic Types,Permanent,Service Delivery Site,-124.05633062,44.63598012
10327,"Benevolence industries, Inc. - Compton",920 N Long Beach Blvd STE 1,Compton,CA,90221-2259,323-732-0100,,All Other Clinic Types,Permanent,Service Delivery Site,-118.20828558,33.90236054
10328,JWCH Medical Clinic - Lynwood,3591 E Imperial Hwy,Lynwood,CA,90262-2654,310-638-9007,,All Other Clinic Types,Permanent,Service Delivery Site,-118.20554729,33.9304592
10329,Hennepin County Public Health Clinic,525 Portland Ave FL 4,Minneapolis,MN,55415-1533,612-348-3791,http://www.hennepin.us/residents/health-medical/clinics-services,All Other Clinic Types,Permanent,Service Delivery Site,-93.26288099,44.97481805
10330,FAMILY MEDICAL CENTER,130 Medical Center Dr,Carleton,MI,48117-9461,734-654-2169 x400,www.familymedicalmi.org,All Other Clinic Types,Permanent,Service Delivery Site,-83.37921158,42.05612781
10331,"Desert AIDS Project, Inc",1695 N Sunrise Way STE 201,Palm Springs,CA,92262-5572,760-323-2118,,All Other Clinic Types,Permanent,Service Delivery Site,-116.52820743,33.84423498
10333,Community Health Center of Southeast Kansas/Mound City,302 N 1st St,Mound City,KS,66056-5279,913-795-2203,,All Other Clinic Types,Permanent,Service Delivery Site,-94.80583522,38.14469555
10335,LCHC Cache,512 W C Ave,Cache,OK,73527-9491,580-699-7355,www.lawtoncommunityhealthcenter.com,All Other Clinic Types,Permanent,Service Delivery Site,-98.6290961,34.62868393
10338,Community Health Center of Southeast Kansas/Humboldt,1216 Hawaii Rd,Humboldt,KS,66748-1390,620-231-9873,,All Other Clinic Types,Permanent,Service Delivery Site,-95.43029664,37.82055436
10339,Aria Community Health Center,569 W Putnam Ave,Porterville,CA,93257-3260,559-781-9301,www.AriaCHC.org,All Other Clinic Types,Permanent,Service Delivery Site,-119.02969817,36.06956909
10341,MEKORYUK CLINIC,1 Clinic Road General Delivery,Mekoryuk,AK,99630-9999,907-675-4556,www.ykhc.org,All Other Clinic Types,Permanent,Service Delivery Site,-166.26100901,60.37971799
10342,Gateway Foundation,400 Mercy Ln,Aurora,IL,60506-2447,877-692-8686,www.auntmarthas.org,All Other Clinic Types,Permanent,Service Delivery Site,-88.32404001,41.78464307
10343,Community Health Center of Mason City,404 N Federal Ave,Mason City,IA,50401-3214,515-576-6500,http://www.chcfd.com,All Other Clinic Types,Permanent,Service Delivery Site,-93.20112019,43.1556403
10345,Coalfield Health Center - Main Street Location,594 S Main St,Chapmanville,WV,25508-5001,304-855-1200,,All Other Clinic Types,Permanent,Service Delivery Site,-82.01705609,37.97323106
10346,Woods Mullen Shelter,794 Massachusetts Ave,Boston,MA,02118-2319,617-534-7101,,All Other Clinic Types,Permanent,Service Delivery Site,-71.07237185,42.33348087
10349,Lorain County Health & Dentistry,1205 Broadway,Lorain,OH,44052-3409,440-240-1655,www.lorainhealth-dentistry.org,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,-82.17044366,41.46009972
10350,ST. FRANCIS HOUSE,39 Boylston St,Boston,MA,02116-4702,617-524-4704,,All Other Clinic Types,Permanent,Service Delivery Site,-71.06359114,42.35249736
10351,La Casa Family Health Center,1511 S Grand Ave,Roswell,NM,88203-5407,575-623-3255,www.lacasahealth.com,All Other Clinic Types,Permanent,Service Delivery Site,-104.51873617,33.37539767
10352,EL RIO SANTA CRUZ NEIGHBORHOOD,839 West Congress Street,Tucson,AZ,85745-2819,520-670-3707,www.elrio.org,All Other Clinic Types,Permanent,Service Delivery Site,-110.98581888,32.22033466
10354,Gloucester Family Health Center,302 Washington St,Gloucester,MA,01930-4836,978-744-8388,www.nschi.org,All Other Clinic Types,Permanent,Service Delivery Site,-70.68060262,42.62643489
10356,NACC Behavioral Health Outpatient Programs,1113 E Franklin Ave STE 103,Minneapolis,MN,55404-2975,612-872-8086,,All Other Clinic Types,Permanent,Service Delivery Site,-93.257792,44.96270784
10360,Beacon Place,3636 W Colfax Ave,Denver,CO,80204-1513,303-629-1667,www.coloradocoalition.org,All Other Clinic Types,Permanent,Service Delivery Site,-105.03550397,39.74031143
10362,Sea Mar CHC - Mt. Vernon N. LaVenture Rd.,1400 N Laventure Rd,Mount Vernon,WA,98273-2766,360-428-4075,www.seamar.org,All Other Clinic Types,Permanent,Service Delivery Site,-122.31336632,48.43355311
10364,"Southern Tier Community Health Center Network, Cuba Site",132 W Main St,Cuba,NY,14727-1317,716-375-7500,,All Other Clinic Types,Permanent,Service Delivery Site,-78.28662421,42.21374308
10365,OHI - Little Egg,798 CR-539,Tuckerton,NJ,08087-4202,732-363-6655,www.ohinj.org,All Other Clinic Types,Permanent,Service Delivery Site,-74.34163207,39.61572932
10366,MAP @ Interstate Parkway II,1265 Interstate Pkwy,Augusta,GA,30909-6481,706-790-4440,,All Other Clinic Types,Permanent,Service Delivery Site,-82.09910755,33.48869326
10367,C.A.B.S. CENTER,94 Manhattan Ave,Brooklyn,NY,11206-2501,718-388-0390,www.chnnyc.org,All Other Clinic Types,Permanent,Service Delivery Site,-73.94448823,40.70556767
10368,Sun River Health White Plains,360 Mamaroneck Ave # 1,White Plains,NY,10605-1700,914-734-8600,www.sunriver.org,All Other Clinic Types,Permanent,Service Delivery Site,-73.76332102,41.0239629
10371,Heritage Health Family Support Services North,6795 N Mineral Dr,Coeur D Alene,ID,83815-8700,208-620-5200,www.myheritagehealth.org,All Other Clinic Types,Permanent,Service Delivery Site,-116.79502998,47.73444991
10372,Woodside Houses Child Health Clinic,5053 Newtown Rd,Woodside,NY,11377-1731,718-334-6140,,All Other Clinic Types,Permanent,Service Delivery Site,-73.91046072,40.75338366
10373,CHC - Chalkville,2152 Old Springville Rd,Birmingham,AL,35215-4005,205-838-6000,,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,-86.6573771,33.64095711
10377,"SOUTH PLAINS RURAL HEALTH SERVICES, INC.",1000 FM 300,Levelland,TX,79336-6235,806-894-7842,www.sprhs.org,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,-102.37999735,33.57201834
10378,Northern Pine Care Estates,35 Ridge Rd,Lee,ME,04455-4418,207-738-4663,http://northernpinescare.com/,All Other Clinic Types,Permanent,Service Delivery Site,-68.2986726,45.39142341
10380,Thundermist Special Populations Providence,557 Broad St,Providence,RI,02907-4120,401-767-4100,www.thundermisthealth.org,All Other Clinic Types,Permanent,Service Delivery Site,-71.4208183,41.80903471
10381,Edgewater Health,1100 W 6th Ave,Gary,IN,46402-1711,219-885-4264,www.edgewaterhealth.org,All Other Clinic Types,Permanent,Service Delivery Site,-87.35112499,41.60016551
10383,Hamakua-Kohala Health in Kapaau,54-3793 Akoni Pule Hwy,Kapaau,HI,96755,808-930-2734,,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,-155.80602638,20.23211023
10387,Walnut Street Health Center,773 S Walnut St,Marysville,OH,43040-1643,614-274-1455,www.llchc.org,All Other Clinic Types,Permanent,Service Delivery Site,-83.36549594,40.22646006
10391,Lincoln Community  Health Center,1140 S Vienna St,Ruston,LA,71270-5834,318-224-7190,,All Other Clinic Types,Permanent,Service Delivery Site,-92.63870002,32.51705395
10392,Pediatric Medical Center,5855 Bremo Rd STE 302,Richmond,VA,23226-1923,804-282-4207,,Hospital,Permanent,Service Delivery Site,-77.51301921,37.58451284
10393,Dellums Apartment - Supportive Housing Program,644 14th St,Oakland,CA,94612-1253,510-444-4020,,All Other Clinic Types,Permanent,Service Delivery Site,-122.27576703,37.80616142
10394,Community Care of Rock Cave,78 Queens Alley Rd,Rock Cave,WV,26234-5890,304-924-6262,www.ccwv.org,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,-80.3420407,38.83929096
10396,LEWISVILLE FAMILY PRACTICE CTR.,1117 Chestnut St,Lewisville,AR,71845-8513,870-921-5781,cabun.org,All Other Clinic Types,Permanent,Service Delivery Site,-93.57854861,33.3658637
10400,Tri-Area Community Health Center at Ferrum,180 Ferrum Mountain Rd,Ferrum,VA,24088-2939,540-365-4469,www.triareahealth.org,All Other Clinic Types,Permanent,Service Delivery Site,-80.01916023,36.92659174
10401,Pomona Community Health Center,1450 E Holt Ave,Pomona,CA,91767-5822,909-630-7927,www.parktreechc.org,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,-117.72148911,34.0630076
10402,AARON E. HENRY - BATESVILLE AMBULATORY CARE CLINIC,216 Highway 51 N,Batesville,MS,38606-2311,662-563-1858,www.aehchc.org,All Other Clinic Types,Permanent,Service Delivery Site,-89.94325707,34.31688359
10403,CLCHC -  SANO - Costa Mesa,700 W 19th St,Costa Mesa,CA,92627-3517,949-866-3600,,All Other Clinic Types,Permanent,Service Delivery Site,-117.9280389,33.64345072
10404,Nikolski Clinic,225 Lakeview Road,Nikolski,AK,99638,907-576-2204,www.apiai.org,All Other Clinic Types,Permanent,Service Delivery Site,-168.87017,52.9367
10405,AxessPointe Community Health Center/Portage Path,340 S Broadway St,Akron,OH,44308-1529,330-548-0958,www.axesspointe.org,All Other Clinic Types,Permanent,Service Delivery Site,-81.51951923,41.07583871
10406,Dental Campus,1110 N Dutton Ave,Santa Rosa,CA,95401-4606,707-303-3600,srhealth.org,All Other Clinic Types,Permanent,Service Delivery Site,-122.72985982,38.44673215
10409,"Southern Tier Community Health Center Network, Olean site",135 N Union St,Olean,NY,14760-2736,716-375-7500,www.upc-health.net,All Other Clinic Types,Permanent,Service Delivery Site,-78.43075312,42.07865731
10410,Meridian Health Services Corp,930 N 14th St,New Castle,IN,47362-4311,765-599-2754,www.meridianhs.org,All Other Clinic Types,Permanent,Service Delivery Site,-85.36692225,39.9407719
10411,LA ESPERANZA CLINIC,1610 S Chadbourne St,San Angelo,TX,76903-8510,325-223-8129,http://www.esperanzahealth.org/,All Other Clinic Types,Permanent,Service Delivery Site,-100.43456559,31.44456727
10412,Southern Isla Community Health,856 Chalan Tun Thomas P Sablan,Saipan,MP,96950,670-234-5242,,All Other Clinic Types,Permanent,Service Delivery Site,145.76003499,15.20388093
10413,"NORTHEAST ALABAMA HEALTH SERVICES, INC. - FORT PAYNE",3840 Gault Ave N,Fort Payne,AL,35967-5211,256-844-4975,,All Other Clinic Types,Permanent,Service Delivery Site,-85.68742673,34.48257674
10418,Hendersonville Family Health Center,709 N Justice St,Hendersonville,NC,28791-3454,828-692-4289,,All Other Clinic Types,Permanent,Service Delivery Site,-82.46999,35.31919501
10419,"UNIVERSITY OF ILLINOIS MEDICAL CENTER, MILE SQUARE HEALTH CENTER, CICERO",4747 W Cermak Rd,Cicero,IL,60804-2508,312-996-2000,,All Other Clinic Types,Permanent,Service Delivery Site,-87.74200487,41.85119924
10420,Redwood Community Health Center,2350 Buhne St,Eureka,CA,95501-3238,707-443-4593,www.opendoorhealth.com,All Other Clinic Types,Permanent,Service Delivery Site,-124.1421976,40.78592012
10422,CENTRAL MS HLTH SVS - TOUGALOO,500 W County Line Rd,Tougaloo,MS,39174-9700,601-957-6776,www.centralmshealth.org,All Other Clinic Types,Permanent,Service Delivery Site,-90.15759629,32.40042859
10423,HealthPoint - Madisonville,712 S May St,Madisonville,TX,77864-2564,936-348-3418,,All Other Clinic Types,Permanent,Service Delivery Site,-95.90922166,30.94541466
10425,BHA Barton Commons,220 Barton Blvd,Rockledge,FL,32955-2742,321-639-5177,www.bhachc.org,All Other Clinic Types,Permanent,Service Delivery Site,-80.72843663,28.33094324
10426,WASHINGTON STREET CLINIC,885 Washington St,Boston,MA,02111-1416,617-482-7555,www.scchc.org,All Other Clinic Types,Permanent,Service Delivery Site,-71.06492118,42.34798735
10427,JWCH Medical Clinic @ St. George Hotel,115 E 3rd St,Los Angeles,CA,90013-1301,213-353-1118,www.jwchinstitute.org,All Other Clinic Types,Permanent,Service Delivery Site,-118.24549846,34.04902344
10429,Hemet Community Health Center,880 N State St,Hemet,CA,92543-1459,951-766-2450,https://www.ruhealth.org/community-health-centers/locations/hemet,All Other Clinic Types,Permanent,Service Delivery Site,-116.97178185,33.761611
10430,Casa Rita (Women in Need),391 E 149th St,Bronx,NY,10455-3907,718-402-0066,www.lmcmc.com,All Other Clinic Types,Permanent,Service Delivery Site,-73.91815472,40.81636633
10432,RHN Medical,3706 N Roosevelt Blvd STE G,Key West,FL,33040-4566,305-517-6613 x301,,All Other Clinic Types,Permanent,Service Delivery Site,-81.75613708,24.57198179
10433,Chippewa Falls Pediatric Dental Specialty,425 W Prairie View Rd,Chippewa Falls,WI,54729-3389,888-834-4551,,All Other Clinic Types,Permanent,Service Delivery Site,-91.39588079,44.9126328
10434,CHILDREN&#39;S VILLAGE-UPPER VALLEY,3801 Kern Way,Yakima,WA,98902-6340,509-574-3200,www.yvfwc.com,All Other Clinic Types,Permanent,Service Delivery Site,-120.558648,46.61075446
10435,St. Thomas Community Health Center - West Bank,3221 General Degaulle Dr,New Orleans,LA,70114-6708,504-529-5558,www.stthomaschc.org,All Other Clinic Types,Permanent,Service Delivery Site,-90.02676245,29.92699637
10437,BronxCare Health Integrated Services System Inc.,1650 Selwyn Ave APT 11H,Bronx,NY,10457-7663,718-466-8163,,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,-73.91025628,40.84362378
10438,Westside Health Center,303 Ohio Ave,Charleston,WV,25302-2212,681-205-2455,cabincreekhealth.com,All Other Clinic Types,Permanent,Service Delivery Site,-81.64545824,38.36046053
10439,Interior Alaska Medical Clinic,2730 Alaska Hwy,Delta Junction,AK,99737,907-895-6233,www.crossroadmc.org,All Other Clinic Types,Permanent,Service Delivery Site,-145.70855756,64.03144853
10440,Eskenazi Health Center Pedigo,1112 Southeastern Ave,Indianapolis,IN,46202-3947,317-880-1900,https://www.eskenazihealth.edu/locations/primary-care-sites,All Other Clinic Types,Permanent,Service Delivery Site,-86.13852624,39.76595887
10444,Sun River Health Hudson,750 Union St,Hudson,NY,12534-3002,518-751-3060,,All Other Clinic Types,Permanent,Service Delivery Site,-73.78263409,42.24546142
10445,Legacy San Jacinto,"4301 Garth Rd, Ste 400",Baytown,TX,77521-3159,281-420-8400,www.legacycommunityhealth.org,All Other Clinic Types,Permanent,Service Delivery Site,-94.9775323,29.76690391
10446,Valley Health Center - Morgan Hill,"18550 De Paul Dr, Ste 203",Morgan Hill,CA,95037-2911,669-263-4107,,All Other Clinic Types,Permanent,Service Delivery Site,-121.64718414,37.15280485
10447,GVHC  - Patterson,200 C St,Patterson,CA,95363-2701,209-892-8441,www.gvhc.org,All Other Clinic Types,Permanent,Service Delivery Site,-121.12586095,37.46733907
10450,Start Community Health Center - Mandeville,23251 S Robin Rd,Mandeville,LA,70448,985-898-2445,,All Other Clinic Types,Permanent,Service Delivery Site,-90.01975491,30.34741057
10451,Kokhanok Clinic,1 Main Street,Iliamna,AK,99606,907-282-2203,www.scf.cc,All Other Clinic Types,Permanent,Service Delivery Site,-154.94349299,59.74430999
10452,CISS-Quebradillas Site,Calle Rafols & Calle Carmen,Quebradillas,PR,00678,787-895-2670,www.laressalud.com,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,-66.93939999,18.47186001
10453,HELEN B. ATKINSON CENTER,81 W 115th St,New York,NY,10026-3138,212-426-0088,www.chnnyc.org,All Other Clinic Types,Permanent,Service Delivery Site,-73.9495286,40.80118545
10454,LCHC Center for Health,3811 W Gore Blvd STE 6,Lawton,OK,73505-6328,580-355-5242,LawtonCommunityHealthCenter.com,All Other Clinic Types,Permanent,Service Delivery Site,-98.44118297,34.60895754
10456,Family Health Care Clinic - Flowood2,"544 Keyway Dr, Ste A",Flowood,MS,39232-9580,601-825-7280,www.familyhealthcareclinic.com,All Other Clinic Types,Permanent,Service Delivery Site,-90.09291637,32.33241261
10457,CHS Englewood Clinic,3360 Highway 411 N,Englewood,TN,37329-5276,423-887-5131,,All Other Clinic Types,Permanent,Service Delivery Site,-84.466444,35.43733445
10458,Walung Health Center,Pilyucul Road,Kosrae,FM,96944,691-370-2011,www.kosraechc.org,All Other Clinic Types,Permanent,Service Delivery Site,162.9833,5.3167
